Run,Efficiency,Epack_Wh_kg,L_over_D,Harvest_kW,SiC_Gain,Range_km
24,0.811900397822864,442.711478712238,25.4646090228607,15.6460350780956,1,4531.07938740295
25,0.84534806824749,562.543108744384,22.0522520436143,23.6749347310481,1.14276697016316,6004.34980955986
26,0.98,359.850453939988,20.3744667944896,23.3180916428264,1,4476.72325019477
27,0.98,460.327501715826,26.5641546555032,19.2221634077248,1.21225943957648,5695.52505643758
28,0.868022543624892,480.803039092992,24.302060728127,19.8085386646558,1.09259832204607,5268.43123655252
29,0.838846295120488,209.984899565479,24.717151863905,18.7648562212977,1.08391714896431,2249.03567825599
30,0.98,495.44744406181,17.1886053677158,23.9956237954567,1.14457086408785,6139.77832371581
31,0.894136538089034,342.168816448276,21.4704029512405,12.2962005777715,1,3857.30395891231
32,0.935873435427498,413.289354165032,28.5141660867571,2.75999699505368,1,4842.5806199591
33,0.840309158979707,728.85325833047,24.9417608057151,6.08610199823638,1,7671.118478346
34,0.77856980106421,623.146055858159,16.9082632422135,17.405958289754,1.14256178493961,6105.18901974188
35,0.943139683785979,543.038725789323,19.8504698013998,16.3390767815694,1,6448.24724668342
36,0.92132381984387,432.046437087639,21.6985397613499,16.6163587723567,1,5021.6105635021
